question,out-of-scope,question_note,human_answer,invalid_human_answer,answer_note
I noticed that the dates on my receipt and the credit card statement don't match. Can you clarify what the expense date in Concur should be according to the travel policy?,in-scope,,"Per Travel Policy:
The expense date in Concur for travel and business expenses should either be the transaction date on the receipt or the payment date for the debit/credit card proof of payment.",Valid,
What do you mean by 'hotel segregation'? Can you provide more details?,in-scope,,Seregated expense can not be charged to Sponsored Project,Valid,
"Good morning, I see the amount is noted in my request, but there's an error message saying the advanced amount isn't indicated. I've attached a screenshot. Can you please advise? Thank you.",in-scope,,Provided job aid for requesting cash advancement,Valid,
"I'm trying to reimburse Sofie Leathers for a couple of taxis, but I cannot find her in Concur. She's currently at a different university. Can you help me with this? Thanks.",asking for individual status,,"Eliza,
Sofie was opted in concur to have expense access last semester so the DA has to opt her in again to activate that same access an she can submit her own expense once she is opted in
Thanks",Valid,
I have an expense report for David Ho that requires SBO approval. The report key is 217926. What is the next step?,in-scope,,Requires SBO approval for meals over threshold. Provided names of possible SBOs.,Valid,
Can you assist me with something related to Concur?,in-scope,,"Wanted to know if tax/tip can be segregated, let her know no line was available to segregate this. ",Indirect Answer,
"I would like to approve my lab's Concur reports before they reach the department approvers. Does this require an FSSA Application and training, or is there another way to do this? Thank you.",in-scope,,Provided information for Concur access,Indirect Answer,
I need access to ztr2101 in Concur. Can you help me with that?,asking for individual status,,This faculty member's concur is now inactive. His PAC termination date was 8/18/2023.,Valid,
Can I get assistance regarding Concur?,in-scope,,Question about separating tax on individual meals and ground transportation.,Indirect Answer,
What information do I need regarding the chartstring?,in-scope,,"On the header: school, division, sub-division and admin department must align with chartstring being charged",Valid,
I need to know how to specify the country that I traveled to in Concur. Can I search by typing the name of the country into the field?,in-scope,,This is the country that was traveled to. Search by typing the name of the country into the field.,Valid,
Could you let me know if the $5 booking fee on Concur is non-refundable even if I cancel my hotel reservation? Thank you.,in-scope,,"Hi Shoko, 
The fee is non-refundable. 
Thanks.
",Valid,
Can you explain why Concur allows a user to book a hotel that exceeds the threshold?,in-scope,,Advised caller that over the threshold is allowed with exceptions.,Valid,
Do my reimbursements as a student get classified as non-profile payee reports?,in-scope,,"Yes, students with active cnr's reports are submitted via Concur as a Non-profile payee report. ",Valid,
I'm having issues accessing submitted reports in Concur. Can you assist user Olivia Austin (oa2367@columbia.edu) with this?,asking for individual status,,"We have not heard back from you regarding the additional information we need to assist you with your Service Now Incident. Because several days have passed since we requested additional information, the Service Center has marked the incident as resolved. If you do not feel this issue was resolved, please re-open this incident and provide the required information.",Indirect Answer,
"What should I do about vendor 0000258591, which has WIRE as payment reimbursement that must be processed in ARC?",in-scope,,Vendor with WIRE payments need to be processed via ARC,Valid,
I need to discuss Concur.,in-scope,,Provided the other financial approvers in his department,Indirect Answer,
Can you please review the Concur report for qg2002?,asking for individual status,,Helped with Concur report segregation,Valid,
"For Department 8202605, the Concur Initial Reviewers are Andreina Rodriguez and Shana Young. I need to remove them and replace them with Cynthia Powell as the correct Initial Reviewer. Can you assist with this?",in-scope,,"Per Abe, changes should not be made.",Valid,
I was unable to book travel under my colleague's Concur profile. How can I help him book airfare using his profile?,in-scope,,Walked him through booking,Valid,
"Good morning, how can I successfully process a travel advance for two different departments with one receipt? I have two separate chartstrings for a travel advance.",in-scope,,"Requests cannot be allocated to multiple chartstrings, but you can allocate the reconciliation expense report to multiple chartstrings. ",Valid,
What does Report Key 223181 refer to?,asking for individual status,,No error on Report Key :223181,Indirect Answer,
Can you provide the Concur expense SBO approval for Kinberg Sivan regarding Report Key 208650?,asking for individual status,,"Hi Christy,
not sure who you were entering, but below are the 2 SBO's assigned to department 75CL00X.
Rudina Odeh-Ramadan L5_DEPT_75CL00X
Barbara Rosenberg L5_DEPT_75CL00X

Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Valid,
