question,out-of-scope,question_note,human_answer,invalid_human_answer,answer_note
"As the Club President of the Columbia Kendo Club, my Concur account is set to an incorrect initial reviewer, which is preventing my reimbursement. It should be Brian Jines, but it’s incorrectly set to Adrienne ShortZ. Please help me resolve this issue.",asking for individual status/ capability limitation,,"Sorry, let me correct my note. 
You want Brian Jines as your Initial review instead of Adrienne. the solution is to have your DAF remove Adrienne in ARC as your supervisor.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",,
"I am trying to submit a Concur report for business class airfare for SL3440, but I keep getting alerts despite following all the instructions. I've deleted the entire report and started anew, but the same error persists. What can I do?",asking for individual status/ capability limitation,,"Hi Milean,
The report can only be submitted by the account holder (Suzanne). please have Suzanne give it a try.
Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",,
"Hello, I wanted to check why all of my expense reports are being routed through the executive expense approval process. Thank you, Andrew.",asking for individual status/ capability limitation,,issue resolved,,
"If I need to prepare an expense report on behalf of an employee, they must set me up as their delegate in Concur since they have access, right?",in scope,,"Employees have access to Concur so they will not appear as ""non-profiled payees."" If you need to prepare an expense report on their behalf they would have to set you up as their delegate.",,
How do I route my Concur report to Kristina Camaj?,asking for individual status/ capability limitation,,"We have not heard back from you regarding any additional questions you may have regarding this Service Now Incident. The Finance Service Center has marked it as resolved. If you do not feel it was resolved, please respond to this incident within 3 days to reopen. Thank you.",,
"I have a question about a reimbursement for an employee who is being terminated. Since this employee is no longer technically active due to HR's action, can we submit their reimbursement as a check request instead of going through Concur? Please advise.",in scope,,"Christine,
There is a 45 day grace period after an employee or student leaves the University for you  or them to submit Concur expenses for them.
-John
",,
I noticed that the missing receipt option is not appearing for my Concur delegate. Can someone help with this issue?,asking for individual status/ capability limitation,,As a delegate you can't complete the missing receipt declaration. The payee will have to submit the declaration on their own.,,
"Hi there, I'm trying to find a 'Travel Authorization Reference' number for an expense request (5YB4SO) from a trip in November 2022. I was told it would be in either an approval email or the Concur travel request, but I can't find it in any emails or in the report. Can you help me locate this reference? Thanks!",asking for individual status/ capability limitation,,Per Robert the issue is resolved.,,
I'm trying to understand if the expense types on a cash advance have to match the expense types and amounts on the expense report to reconcile the advance. Can someone clarify?,in scope,,The expense types on the advance do not have to match the expense types/amounts on the expense report to reconcile the advance.,,
"I need to submit reimbursement for a visiting student who made two advance deposits for a hotel stay. I plan to enter this with the expense type Hotel/Lodging Advanced Deposit and itemize it, but I will need to split the itemization between the two expenses. Is this the correct process?",in scope,,Can enter with expense type Hotel/Lodging Advanced Deposit and itemize. Will have to split the itemization up between the two expenses.,,
